root,suffixes
купл_PRTF,['енн']
поздн_ADJF,['ейш']
цепл_INFN,['ть']
склер_NOUN,"['оз', 'ом', 'к', 'ик']"
фрагмент_ADJF,['арн']
голов_ADJS,['и']
пуск_INFN,['ть']
свет_ADVB,"['л', 'ск']"
директор_NOUN,[]
пял_INFN,['ть']
возраст_ADJF,['н']
спирт_INFN,['ть']
сахар_NOUN,"['ни', 'аз', 'ид', 'ость', 'тель', 'ниц', 'ец', 'оз', 'ин']"
неж_INFN,['ть']
душ_ADJF,"['н', 'енн', 'ев', 'ист', 'лив']"
нрав_ADJF,"['н', 'енн']"
нож_NOUN,"['к', 'ик', 'и', 'ищ', 'щин', 'еньк', 'ник', 'енк', 'ек', 'онк', 'н']"
мор_NOUN,"['юшк', 'ин', 'ени', 'як', 'ник', 'ец', 'к', 'щин', 'ыш', 'ян']"
карабин_NOUN,"['чик', 'ер']"
ватт_ADJF,['н']
крыл_NOUN,"['к', 'ок', 'тель', 'ни', 'ышк', 'ач', 'ан']"
ход_NOUN,"['ец', 'к', 'ств', 'ень', 'н', 'еств', 'яг', 'щик', 'атай', 'тель', 'ость', 'ни', 'чик', 'ик', 'ц', 'бищ', 'ул', 'я', 'ишк', 'ник', 'чиц', 'и', 'ые', 'ост', 'ани', 'ест', 'ок', 'ив', 'ов']"
бербер_ADJF,['ск']
молот_INFN,['ть']
нян_NOUN,"['ень', 'юшк', 'ечк']"
оберт_INFN,['ть']
поласк_INFN,['ть']
регул_PRTF,"['нн', 'ющ']"
наслед_INFN,['ть']
вид_ADJF,"['н', 'ов', 'им', 'ящ', 'енн', 'ые', 'ущ', 'анн']"
склад_NOUN,['ом']
штат_ADJF,"['ск', 'н']"
жин_INFN,['ть']
столыпин_NOUN,['щин']
шарк_INFN,['ть']
метр_PRTF,['нн']
эпистол_NOUN,[]
ган_NOUN,['ец']
наркоз_ADJF,['н']
здоров_INFN,['ть']
круж_NOUN,"['ени', 'ок', 'ком', 'ость', 'ек', 'и', 'ец', 'к', 'ев', 'ост']"
одн_ADJS,['ова']
кры_PRTF,['т']
везикул_NOUN,['ит']
прош_PRTF,"['енн', 'авш', 'аем', 'ающ']"
спирт_NOUN,"['ни', 'к']"
жир_NOUN,"['як', 'янк', 'ость', 'ок', 'ни', 'ник']"
патрон_INFN,['ть']
кромс_INFN,['ть']
влеч_NOUN,"['ени', 'ост']"
марк_ADJF,['н']
тротил_ADJF,['ов']
мот_NOUN,"['к', 'ин', 'ни', 'чик', 'ок', 'чиц', 'щиц', 'ств', 'щик', 'н', 'ушк']"
им_INFN,['ть']
голос_ADJF,"['н', 'л', 'ов', 'ех', 'ист', 'к']"
трав_NOUN,"['тель', 'ниц', 'ник', 'к', 'ок', 'ик', 'ушк', 'щик', 'ун', 'ек']"
отлын_NOUN,['ни']
внуш_PRTF,"['енн', 'аем']"
пятн_PRTF,['нн']
прасол_NOUN,[]
цеп_INFN,['ть']
знам_ADJF,"['н', 'ит']"
вопрос_NOUN,"['ец', 'ик', 'ник']"
револьвер_ADJF,['н']
шпилеч_ADJF,['н']
грохот_INFN,['ть']
паркова_INFN,['ть']
хлопат_INFN,['ть']
слез_NOUN,"['ниц', 'к', 'инк', 'ник', 'ость']"
щад_NOUN,['ость']
вороч_PRTF,"['енн', 'нн']"
манеж_INFN,['ть']
семафор_NOUN,[]
корм_INFN,['ть']
свещ_NOUN,"['ени', 'ост']"
блин_INTJ,[]
швыр_INFN,['ть']
транспон_INFN,['ть']
год_NOUN,"['и', 'ниц', 'ок', 'ник', 'ик', 'еств', 'ек', 'к', 'ость', 'иц', 'ин', 'щин', 'ост']"
индекс_ADJF,['н']
хап_NOUN,"['уг', 'ун', 'ц', 'унь']"
яч_ADJF,['ий']
печат_INFN,"['ть', 'ыв']"
цен_ADJF,"['н', 'ов', 'енн', 'им']"
сосул_NOUN,['к']
талк_INFN,"['ть', 'ив']"
усь_INFN,['ть']
тамариск_NOUN,[]
контракт_ADJF,"['ов', 'н', 'онн']"
прозект_NOUN,"['ств', 'ор', 'ур']"
костр_NOUN,"['ец', 'ищ', 'ик']"
ревизи_ADJF,['онн']
точн_INFN,['ть']
эвдемон_NOUN,['изм']
год_INFN,['ть']
кат_INFN,['ть']
дресв_ADJF,['ян']
консульт_INFN,['ть']
пистик_NOUN,[]
сказ_NOUN,"['ник', 'к', 'ни', 'ниц', 'чик', 'ость', 'чиц', 'н', 'ец', 'тель', 'ик', 'ани', 'ител']"
бригад_NOUN,"['ир', 'ств', 'ник', 'ш']"
дерг_PRTF,['нн']
вулкан_ADJF,"['онн', 'ическ', 'анн', 'ующ', 'еск']"
проверж_ADJF,['енн']
жж_PRTF,['енн']
регредиент_NOUN,[]
понтон_NOUN,"['щик', 'ер']"
плев_NOUN,['ок']
бородавоч_NOUN,['ник']
вер_INFN,"['ть', 'н', 'ов']"
полномоч_NOUN,"['и', 'енн']"
помин_NOUN,"['ни', 'к', 'ани']"
брык_INFN,['ть']
эмир_NOUN,['ат']
пол_INFN,['ть']
скок_NOUN,[]
лет_ADVB,['ом']
пуск_ADJF,"['тельн', 'н', 'ов', 'ющ']"
кач_NOUN,"['к', 'ни', 'ел', 'ени']"
нотари_ADJF,['альн']
диапазон_ADJF,['н']
простын_NOUN,['к']
вспыш_NOUN,['к']
стат_ADJF,"['еск', 'ист', 'ск', 'н', 'ичн']"
салоп_NOUN,['ниц']
антрепренер_ADJF,['ск']
гнес_INFN,['ти']
ли_NOUN,"['ни', 'чик', 'к', 'ти', 'в', 'ок', 'ень', 'н', 'ник', 'ость', 'щик']"
симил_ADJF,['ивн']
куш_INFN,['ть']
секуляр_INFN,['ть']
сме_INFN,['ть']
снащ_INFN,['ть']
лич_ADJF,"['н', 'им', 'енн', 'тельн']"
гарпун_NOUN,"['щик', 'ер']"
куб_ADJF,"['ов', 'ск', 'ическ']"
час_NOUN,"['ик', 'овк', 'ок', 'ек', 'ов', 'к', 'щик', 'аци']"
стл_INFN,['ть']
кант_NOUN,"['ств', 'к', 'тель', 'ик', 'ни', 'ец']"
артос_NOUN,[]
щуп_INFN,['ть']
ион_PRTF,"['ий', 'ющ', 'нн']"
стек_NOUN,[]
пах_PRTF,"['нн', 'т', 'вш', 'ш', 'авш', 'анн', 'ающ', 'увш']"
став_INFN,['ть']
негр_ADJF,"['н', 'ск']"
консерв_INFN,['ть']
яспис_NOUN,[]
сороч_NOUN,['ин']
отшель_NOUN,"['еств', 'ниц', 'ник']"
перч_PRTF,['енн']
лоретк_NOUN,[]
текст_ADJF,"['ов', 'альн']"
чет_NOUN,"['н', 'чик', 'еств', 'ни', 'ок', 'ушк', 'чиц', 'ость', 'к', 'ерть', 'ец', 'еньк', 'ник', 'ик', 'ин', 'ниц', 'ак', 'ост', 'ани']"
якш_INFN,['ть']
езд_ADJF,"['ск', 'н', 'ов', 'еск']"
клей_NOUN,"['к', 'щик', 'овин']"
франт_INFN,['ть']
памп_NOUN,[]
перс_NOUN,[]
клад_NOUN,"['к', 'чик', 'ов', 'ень', 'чиц', 'щиц', 'ни', 'ств', 'ник', 'чин', 'н', 'ушк', 'ин', 'еств', 'ец', 'ыш', 'ниц', 'щик', 'ищ', 'ост', 'ани']"
стл_PRTF,['нн']
зем_ADJF,"['н', 'ск', 'ист']"
чирик_INFN,['ть']
цефал_NOUN,['и']
эстет_INFN,['ть']
ман_NOUN,"['к', 'ш', 'ник', 'ок', 'и', 'ни', 'уз', 'их', 'изм', 'ост']"
клюв_NOUN,['к']
спичеч_ADJF,['н']
точ_INFN,['ть']
ум_NOUN,"['ени', 'ни', 'и', 'ик', 'ниц', 'ищ', 'нь', 'ок', 'ец', 'ств', 'ишк', 'ник', 'ц', 'ост']"
груз_INFN,['ть']
влек_PRTF,"['ш', 'ий', 'ом', 'ущ', 'авш', 'аем', 'ающ']"
фактур_NOUN,[]
назнач_PRTF,['енн']
губ_ADJF,"['аст', 'тельн', 'н', 'чат']"
ряд_NOUN,"['чик', 'к', 'ок', 'чиц', 'ость', 'ов', 'ост', 'ник', 'ени']"
орган_NOUN,"['аци', 'ик', 'атор', 'оид', 'он', 'чик', 'щик', 'изм', 'к', 'ист', 'ер', 'ост']"
лам_INFN,"['ть', 'ыв']"
пял_PRTF,['енн']
ферт_NOUN,['ик']
кум_NOUN,"['ушк', 'ств', 'ек']"
сред_ADJF,"['н', 'еск', 'енн']"
мес_VERB,['ти']
поль_ADJF,"['н', 'ск']"
мысл_NOUN,"['ени', 'и', 'иц', 'ни', 'ость', 'ител', 'к', 'ост', 'ани']"
синопсис_NOUN,[]
мир_INFN,['ть']
амфиби_NOUN,[]
трен_ADJF,"['н', 'ск', 'нн', 'авш']"
валент_ADJF,['н']
бог_NOUN,"['ин', 'ств', 'ач', 'к', 'ени', 'ост']"
др_INFN,['ть']
шиб_INFN,['ть']
лаж_NOUN,"['ость', 'ни', 'ост']"
угод_ADJF,"['лив', 'еск', 'н']"
клад_INFN,"['ть', 'ыв', 'ов']"
обрек_INFN,['ть']
индиг_ADJF,"['ов', 'н']"
сад_ADJF,"['н', 'ск', 'ов', 'ист', 'еск', 'ий', 'очн']"
шат_INFN,['ть']
каучук_NOUN,[]
вид_ADVB,['нн']
комнат_NOUN,['ушк']
хо_NOUN,"['унь', 'ун', 'ушк', 'т', 'н']"
пад_NOUN,"['ль', 'ни', 'ец', 'ин', 'ник', 'ок', 'ени', 'ушк', 'ость', 'еств', 'к', 'иц', 'ани']"
кле_INFN,['ть']
шагрен_INFN,['ть']
пред_NOUN,"['ств', 'к']"
слуш_NOUN,"['тель', 'ни', 'ник', 'ниц', 'ок', 'ани']"
подверг_PRTF,"['ш', 'вш', 'т', 'ий']"
фабрик_INFN,['ть']
пункт_NOUN,"['ик', 'ост']"
травл_NOUN,"['ени', 'тель', 'ни', 'ост']"
синдикал_ADJF,['ск']
колоч_PRTF,['енн']
председатель_NOUN,"['ющ', 'ств', 'ниц']"
астен_NOUN,"['и', 'к', 'ик']"
жег_PRTF,"['ий', 'ш']"
паслен_ADJF,['ов']
спирт_ADJF,"['ов', 'н']"
интендант_NOUN,['ств']
цед_INFN,['ть']
галантере_NOUN,[]
чит_ADJF,"['абельн', 'ем', 'н', 'нн', 'ск']"
калибр_NOUN,"['щик', 'атор', 'ни', 'щиц', 'к']"
лиз_INFN,"['ть', 'н']"
прянич_NOUN,"['ек', 'ник']"
г_ADJF,['т']
плав_NOUN,"['к', 'ок', 'ость', 'щик', 'н', 'ни', 'ник', 'тель', 'ец', 'ани']"
шеврон_NOUN,[]
мол_NOUN,"['ец', 'к', 'н', 'и', 'ени', 'ен', 'ость', 'щик', 'щиц', 'в', 'ник']"
дел_ADJS,['им']
мусл_INFN,['ть']
ворс_PRTF,"['нн', 'анн']"
лепл_INFN,['ть']
кропл_PRTF,['енн']
монт_INFN,['ть']
приверед_NOUN,"['ник', 'нь', 'ниц', 'ость', 'еств']"
театр_NOUN,"['ал', 'щин', 'аци', 'к', 'ост']"
каприз_NOUN,"['иц', 'унь', 'ник', 'ул']"
цист_NOUN,['ит']
лепест_ADJF,"['н', 'ые']"
инженер_NOUN,"['ник', 'и', 'ств']"
амунич_ADJF,['н']
бич_INFN,['ть']
рад_ADJS,['ехонек']
штраф_PRTF,['нн']
подня_INFN,['ть']
трембит_NOUN,[]
поко_INFN,['ть']
автоном_ADJF,"['н', 'ск', 'ическ']"
пыт_INFN,"['ть', 'ыв']"
превент_ADJF,['ивн']
кип_INFN,"['ть', 'ят']"
добр_INFN,['ть']
епанч_NOUN,[]
польз_ADJF,"['ск', 'нн', 'н']"
смол_INFN,['ть']
мащ_INFN,['ть']
соловь_ADVB,['ин']
клева_PRTF,['нн']
альтерн_NOUN,"['ив', 'ат', 'атор', 'аци']"
чу_ADJF,"['енн', 'к', 'ист', 'тельн']"
кур_INFN,"['ть', 'ив', 'н']"
колд_PRTF,['нн']
мног_ADVB,"['о', 'оват', 'у', 'жды']"
рость_NOUN,[]
стег_INFN,['ть']
уголь_NOUN,"['ник', 'щик']"
тен_NOUN,"['ть', 'ени', 'ок', 'ек']"
множ_PRTF,"['им', 'енн', 'ащ', 'ивш', 'ающ', 'авш']"
нюанс_INFN,['ть']
премьер_NOUN,"['ш', 'ств']"
зубр_INFN,['ть']
завод_NOUN,"['чик', 'ин', 'к', 'ищ', 'ишк', 'ец', 'ств']"
крут_NOUN,"['к', 'ас', 'щиц', 'яр', 'изн', 'еж']"
пер_PRTF,"['ш', 'т', 'ий', 'енн']"
дон_NOUN,"['ц', 'ец', 'ник', 'ок', 'н', 'к', 'чак', 'ышк', 'ь']"
вед_ADJF,"['ущ', 'ическ', 'ческ', 'ск', 'енн', 'н', 'ом', 'тельн', 'нн', 'еск']"
готов_NOUN,"['к', 'ость', 'тель', 'ниц', 'шк', 'щик', 'щиц', 'альн', 'ост']"
курьер_NOUN,[]
акцепт_INFN,['ть']
равн_PRTF,"['енн', 'авш', 'аем', 'ающ']"
пи_VERB,['л']
груб_INFN,['ть']
горь_NOUN,[]
клон_PRTF,"['енн', 'ивш', 'явш', 'ющ']"
щип_INFN,['ть']
пропа_PRTF,['вш']
билет_NOUN,"['ер', 'ик', 'ш', 'ник', 'ниц']"
ес_INFN,['ть']
рост_NOUN,"['ок', 'щиц', 'щик', 'ек', 'к', 'еств']"
гальван_ADJF,['еск']
ерош_INFN,['ть']
клирик_NOUN,[]
груз_ADJF,"['н', 'ов']"
плет_PRTF,"['ш', 'ий', 'енн', 'ущ']"
вяз_ADJF,"['чив', 'н', 'ов', 'к', 'нн', 'оват', 'ан', 'анн', 'ующ']"
ведр_INFN,['ть']
спотык_INFN,['ть']
мен_NOUN,"['к', 'об', 'с', 'тель', 'ник', 'ость', 'ни', 'ени', 'щик', 'щиц', 'у']"
ворож_NOUN,"['ей', 'ени', 'ость', 'б', 'к', 'е']"
импотент_ADJF,['н']
калин_NOUN,['ник']
руш_NOUN,"['к', 'тель', 'ени', 'ник', 'еств', 'ниц', 'ост']"
фехт_NOUN,"['ни', 'щик']"
куп_PRTF,"['нн', 'ющ', 'аем', 'авш', 'ающ']"
обожа_INFN,['ть']
осведом_INFN,['ть']
сайгач_ADJF,['ий']
вод_ADJF,"['ческ', 'ист', 'н', 'ов', 'к', 'ящ', 'тельн', 'ск', 'еск', 'им', 'ян', 'енн', 'чат']"
смугл_NOUN,"['як', 'от', 'к', 'ость']"
рыг_INFN,['ть']
лиз_NOUN,"['ун', 'и', 'унь', 'ни', 'ер', 'ин']"
таск_NOUN,"['ух', 'ун', 'к', 'ом', 'отн']"
свеколь_NOUN,['ник']
пляс_NOUN,"['унь', 'ун', 'к']"
стриж_NOUN,"['онок', 'к', 'ец', 'ени']"
сковород_NOUN,"['н', 'к', 'ень', 'ник']"
галеч_ADJF,['н']
рад_INFN,['ть']
сей_VERB,[]
дел_INFN,"['ть', 'ыв']"
защит_ADJF,['н']
публик_ADJF,"['онн', 'нн']"
наци_NOUN,"['аци', 'изм', 'к', 'ист']"
техн_NOUN,"['ик', 'и', 'аци', 'изм', 'ар', 'ост', 'олог']"
томпак_NOUN,[]
щегл_NOUN,"['овк', 'енок']"
мысл_ADVB,['им']
скан_NOUN,"['ни', 'щик']"
гварде_NOUN,['ец']
каприс_NOUN,[]
гайдамац_ADJF,['к']
плак_INFN,['ть']
топт_INFN,['ть']
хоз_ADJF,"['н', 'ск', 'енн']"
дев_NOUN,"['ат', 'онк', 'еств', 'ушк', 'ик', 'оньк', 'к', 'иц', 'ник', 'ств', 'урк', 'ах', 'ост']"
гейзер_NOUN,['ит']
лихорад_INFN,['ть']
статист_ADJF,"['еск', 'ическ']"
ватт_NOUN,['к']
вед_NOUN,"['ени', 'чик', 'чиц', 'ыш', 'ств', 'ец', 'к', 'от', 'ур', 'ни', 'иц', 'ун', 'унь', 'ост', 'и', 'ани', 'ител']"
машин_ADJF,['н']
филь_ADJF,"['ск', 'н']"
дот_ADJF,['онн']
борт_ADJF,"['н', 'ов', 'ев']"
кра_NOUN,"['ни', 'ек', 'ин', 'к']"
заяв_NOUN,"['щик', 'ниц', 'щиц']"
пакова_PRTF,['нн']
спеш_NOUN,"['к', 'ост']"
лояльн_ADJF,[]
депресс_ADJF,['ивн']
кухар_ADJF,['ин']
хваст_INFN,['ть']
пес_ADJF,['н']
илл_NOUN,['яци']
топл_NOUN,"['ени', 'як', 'ив', 'ец', 'ик', 'ть', 'ость', 'иц']"
травл_INFN,"['ть', 'ив']"
кач_ADVB,['у']
выч_NOUN,"['к', 'ость']"
стрел_INFN,"['ть', 'ив']"
половин_NOUN,"['щик', 'к', 'ость']"
вял_INFN,['ть']
гор_NOUN,"['ни', 'янк', 'к', 'енк', 'ец', 'иц', 'ени', 'няк', 'ость', 'ек', 'ок', 'юшк', 'ест', 'ост', 'ь']"
клуб_ADJF,"['н', 'ск', 'ов', 'ев', 'ничн']"
пер_NOUN,"['ач', 'ени', 'ин', 'к', 'ышк', 'ов', 'ян', 'ник']"
голов_ADJF,"['ые', 'н', 'аст', 'т', 'л']"
гре_NOUN,"['тель', 'н', 'в', 'ни', 'к']"
сед_NOUN,"['к', 'ок', 'ни', 'ин', 'ани', 'ищ', 'л']"
порош_PRTF,['енн']
якор_ADJF,['н']
верн_NOUN,"['ость', 'як']"
руб_NOUN,"['к', 'ак', 'ок', 'ни', 'ец', 'л', 'щик', 'ани', 'ик', 'ищ', 'ц', 'чик']"
впер_INFN,['ть']
патиссон_NOUN,[]
плам_INFN,['ть']
меж_INFN,['ть']
будораж_PRTF,['енн']
пыл_INFN,['ть']
вид_NOUN,"['ени', 'иц', 'ль', 'ец', 'щин', 'к', 'ость', 'ик', 'ост', 'ани', 'ц', 'етел', 'ств']"
терат_NOUN,['ом']
крепощ_INFN,['ть']
кульмин_NOUN,['аци']
плен_NOUN,"['ник', 'ниц', 'ость', 'ени', 'н']"
крит_NOUN,"['ость', 'ик', 'к', 'изм']"
мефистофель_ADJF,['ск']
цеж_NOUN,"['ни', 'ени']"
кисе_NOUN,[]
зелен_ADJF,"['еват', 'л', 'н', 'а', 'тельн', 'еньк', 'ат']"
пестр_ADJF,['оват']
мод_ADJF,"['н', 'нн', 'к', 'ивш']"
низверж_ADJF,['енн']
нерв_NOUN,"['ость', 'аци']"
нес_PRTF,"['енн', 'ш', 'ий']"
солаж_INFN,['ть']
трав_ADJF,"['н', 'ян', 'тельн', 'чат', 'ов', 'ист']"
фу_PRTF,['т']
лют_INFN,['ть']
металл_NOUN,"['изм', 'ист', 'и', 'ург', 'аци', 'оид', 'ость']"
рессор_NOUN,"['ник', 'ни']"
десят_NUMR,['ер']
пив_NOUN,"['ох', 'ц', 'ушк', 'к', 'н', 'ани']"
борозд_INFN,['ть']
пек_NOUN,"['л', 'к', 'н', 'арь', 'ни', 'ан', 'ани', 'ун', 'ш', 'арн']"
драг_INFN,['ть']
фаэтон_NOUN,[]
дав_INFN,['ть']
сурьм_INFN,['ть']
служ_ADJF,"['ющ', 'н', 'еск', 'ск', 'ащ', 'енн', 'ив', 'лив', 'ил']"
гре_PRTF,"['ий', 'т', 'ющ']"
глот_NOUN,"['ок', 'тель', 'в', 'ек', 'к', 'ани']"
интерес_INFN,['ть']
медл_ADVB,"['енн', 'я']"
скак_INFN,['ть']
обяз_NOUN,"['нн', 'к', 'ост', 'ств']"
север_NOUN,"['к', 'ин']"
клянч_INFN,['ть']
ем_NOUN,"['ость', 'к', 'ник', 'ниц', 'ост', 'щик']"
тер_PRTF,"['ш', 'ий', 'т', 'нн']"
бай_ADJF,"['ск', 'ов']"
комнат_ADJF,['н']
здрав_NOUN,"['и', 'ост', 'иц', 'ниц', 'ани']"
электр_INFN,"['ть', 'ов']"
теч_NOUN,"['ени', 'к', 'ость']"
арест_NOUN,"['ант', 'к']"
морь_NOUN,[]
плет_INFN,['ть']
ви_ADJF,"['н', 'т', 'ист', 'еват', 'тельн']"
зна_NOUN,"['ни', 'к', 'еств', 'ок', 'ец', 'ость', 'ств']"
креветк_NOUN,[]
пельмен_NOUN,[]
ед_PRTF,['енн']
наци_INFN,['ть']
кат_ADJF,"['н', 'ист', 'ом', 'нн']"
восстанов_ADJF,"['тельн', 'им']"
лицедей_NOUN,"['к', 'ств']"
чищ_COMP,[]
гн_ADJF,"['н', 'ов', 'оват', 'еск']"
обеспеч_INFN,['ть']
кокк_ADJF,['ов']
крещ_NOUN,"['ни', 'ени', 'ость', 'ец', 'ь']"
чубуч_INFN,['ть']
прав_NOUN,"['щик', 'к', 'ец', 'л', 'и', 'тель', 'ость', 'ник', 'от', 'ниц', 'ик', 'ни', 'ост', 'ств']"
постоянн_ADJF,[]
детермин_NOUN,"['ист', 'аци', 'изм', 'ант', 'ив']"
учрежд_INFN,['ть']
выпь_NOUN,[]
слож_ADJF,['н']
арм_NOUN,"['ур', 'ни', 'щик', 'щиц', 'к', 'ад', 'ец', 'ц', 'и']"
стил_INFN,['ть']
транскрип_ADJF,['онн']
подъем_NOUN,"['ник', 'ость', 'к']"
меньш_INFN,['ть']
станавл_INFN,['ть']
рыж_INFN,['ть']
медиан_ADJF,['н']
атроф_INFN,['ть']
шифоньер_NOUN,['к']
цвет_INFN,['ть']
антрац_NOUN,['ит']
класс_ADJF,"['н', 'ов', 'еск', 'ическ', 'анн', 'онн']"
оксид_NOUN,"['к', 'аци', 'ни']"
пельмен_ADJF,['н']
анарх_ADJF,"['ичн', 'ющ', 'ическ', 'ск']"
подня_PRTF,['т']
градус_ADJF,['н']
шмыг_INFN,['ть']
жела_NOUN,"['тель', 'ни', 'ость', 'ств', 'ниц', 'иц']"
пуш_NOUN,"['ек', 'инк', 'к', 'ени', 'ок', 'иц', 'н', 'ин', 'ар', 'ост']"
дир_ADJF,"['н', 'тельн', 'чив', 'ист', 'ющ']"
смек_NOUN,"['ость', 'к']"
квант_NOUN,"['аци', 'ни', 'ор']"
желт_NOUN,"['ник', 'як', 'янк', 'к', 'изн', 'инк', 'ух', 'ок']"
верз_ADJF,['вш']
компенс_PRTF,"['ющ', 'нн', 'авш', 'анн', 'ующ']"
мундир_PRTF,['енн']
грамм_ADJF,"['ов', 'н', 'ическ']"
глум_INFN,['ть']
руб_ADJF,"['н', 'ов', 'еват', 'ат']"
моль_ADJF,"['н', 'ск']"
жид_NOUN,"['ость', 'н', 'ни', 'к']"
пай_NOUN,"['к', 'щиц', 'ость']"
мет_PRTF,"['енн', 'нн', 'ш', 'ий', 'ивш', 'ящ']"
дикт_INFN,['ть']
мот_INFN,['ть']
конопач_INFN,['ть']
информ_INFN,['ть']
бар_INFN,['ть']
рок_PRTF,['нн']
брос_NOUN,"['к', 'ок', 'ом', 'ани', 'ост']"
сыщ_INFN,['ть']
трус_INFN,['ть']
демикотон_NOUN,[]
