root,prefixes
влечь_INFN,"['за', 'по', 'от', 'со', 'из', 'раз']"
тезк_NOUN,[]
клокот_INFN,"['вс', 'за']"
метр_ADJF,"['микро', 'изо', 'гипер', 'на', 'у', 'суб']"
дым_NOUN,[]
истор_NOUN,"['до', 'анти']"
давл_NOUN,"['в', 'по', 'у', 'при', 'вы', 'за', 'на', 'с']"
кля_NOUN,['за']
мист_NOUN,[]
гумн_NOUN,[]
эктаз_NOUN,[]
скоп_ADJF,"['ото', 'диа', 'ультра', 'микро', 'макро', 'суб']"
хран_NOUN,"['о', 'со', 'пред', 'по']"
обряд_NOUN,[]
ыск_ADJF,"['с', 'из', 'раз', 'вз', 'не', 'роз']"
саксон_NOUN,[]
стадий_ADJF,[]
волос_NOUN,[]
влач_INFN,[]
скуд_INFN,['о']
вотяц_ADJF,[]
тыкв_NOUN,[]
хоран_INFN,['за']
страг_INFN,"['пере', 'от', 'за', 'про', 'со', 'под', 'на', 'вы', 'при', 'ис', 'об', 'о']"
би_ADJF,"['за', 'о', 'с', 'не', 'про', 'на', 'под', 'вы', 'от', 'при']"
компенс_NOUN,['де']
информ_NOUN,"['не', 'дез']"
ист_NOUN,"['со', 'де']"
пек_ADJF,[]
ощущ_INFN,['пред']
плеск_INFN,"['вы', 'до', 'о', 'по', 'на', 'рас', 'при', 'пере', 'в', 'с', 'от', 'вс']"
пуск_NOUN,"['с', 'под', 'про', 'ис', 'от', 'вы', 'до', 'пере', 'за', 'на', 'при', 'в', 'о']"
меж_ADJF,[]
купл_PRTF,"['пере', 'о', 'с', 'от', 'рас', 'вы', 'за', 'под', 'у', 'до', 'при', 'ис', 'на']"
поздн_ADJF,[]
цепл_INFN,"['рас', 'от', 'при', 'за', 'у', 'под', 'о', 'на', 'в', 'с']"
склер_NOUN,['ото']
фрагмент_ADJF,[]
голов_ADJS,['ото']
пуск_INFN,"['вы', 'при', 'с', 'про', 'от', 'пере', 'под', 'нис', 'ис', 'о', 'в', 'до', 'за', 'рас', 'у']"
свет_ADVB,"['за', 'по']"
директор_NOUN,['по']
пял_INFN,"['рас', 'в', 'от', 'на', 'вы']"
возраст_ADJF,['по']
спирт_INFN,"['на', 'про', 'за']"
сахар_NOUN,"['за', 'о', 'бес']"
неж_INFN,"['по', 'из']"
душ_ADJF,"['о', 'у', 'без', 'не', 'по', 'во', 'за']"
нрав_ADJF,[]
нож_NOUN,"['под', 'по', 'об']"
мор_NOUN,"['по', 'у', 'за', 'при', 'из']"
карабин_NOUN,[]
ватт_ADJF,['у']
крыл_NOUN,"['за', 'о', 'бес', 'пред', 'под']"
ход_NOUN,"['про', 'не', 'вы', 'рас', 'у', 'вс', 'пере', 'от', 'по', 'под', 'до', 'с', 'о', 'вос', 'при', 'об', 'в', 'за', 'нис', 'без', 'ис', 'на', 'пре']"
бербер_ADJF,[]
молот_INFN,"['по', 'про', 'у', 'раз', 'об', 'вы', 'до', 'за', 'из', 'на', 'от', 'пере', 'с']"
нян_NOUN,[]
оберт_INFN,[]
поласк_INFN,"['пере', 'про', 'о', 'от', 'за', 'вы', 'вс', 'до', 'с']"
регул_PRTF,"['у', 'от', 'под']"
наслед_INFN,['со']
вид_ADJF,"['меж', 'не', 'пред', 'о', 'около', 'внутри', 'за', 'под']"
склад_NOUN,[]
штат_ADJF,"['не', 'сверх', 'за', 'вне']"
жин_INFN,"['от', 'на', 'за', 'вы', 'об', 'с', 'пере', 'у', 'по', 'до']"
столыпин_NOUN,[]
шарк_INFN,"['ис', 'об', 'рас', 'на', 'по', 'вы', 'при']"
метр_PRTF,"['про', 'за']"
эпистол_NOUN,[]
ган_NOUN,[]
наркоз_ADJF,[]
здоров_INFN,"['не', 'о', 'за', 'по', 'пере', 'вы']"
круж_NOUN,"['о', 'у', 'вы']"
одн_ADJS,[]
кры_PRTF,"['по', 'пере', 'при', 'от']"
везикул_NOUN,[]
прош_PRTF,"['о', 'рас', 'с', 'по', 'вы', 'пере', 'до', 'за', 'у', 'ис', 'во']"
спирт_NOUN,[]
жир_NOUN,"['по', 'о', 'без', 'под']"
патрон_INFN,['рас']
кромс_INFN,"['от', 'о', 'на', 'пере', 'по', 'рас', 'ис']"
влеч_NOUN,"['раз', 'со', 'из', 'от', 'при', 'во', 'у']"
марк_ADJF,[]
тротил_ADJF,[]
мот_NOUN,"['на', 'об', 'под', 'от', 'с', 'раз', 'пере', 'при']"
им_INFN,"['по', 'на', 'пере', 'вз']"
голос_ADJF,"['без', 'у']"
трав_NOUN,"['о', 'про', 'по', 'при', 'вы', 'на', 'раз', 'за']"
отлын_NOUN,[]
внуш_PRTF,[]
пятн_PRTF,['ис']
прасол_NOUN,[]
цеп_INFN,"['от', 'с', 'при', 'у', 'в', 'на', 'под', 'рас', 'за', 'о', 'пере']"
знам_ADJF,[]
вопрос_NOUN,[]
револьвер_ADJF,[]
шпилеч_ADJF,[]
грохот_INFN,"['по', 'за', 'про', 'от']"
паркова_INFN,['при']
хлопат_INFN,"['вы', 'ис']"
слез_NOUN,[]
щад_NOUN,"['по', 'бес']"
вороч_PRTF,"['раз', 'при', 'от', 'на', 'за', 'под', 'по', 'вы', 'с', 'пере']"
манеж_INFN,"['по', 'про']"
семафор_NOUN,[]
корм_INFN,"['о', 'от', 'под', 'с', 'об', 'рас', 'ис']"
свещ_NOUN,"['о', 'про']"
блин_INTJ,[]
швыр_INFN,"['по', 'у', 'от', 'до', 'вы', 'рас', 'про', 'за', 'пере', 'на']"
транспон_INFN,[]
год_NOUN,"['у', 'по', 'не', 'при', 'вы', 'вз']"
индекс_ADJF,[]
хап_NOUN,[]
яч_ADJF,[]
печат_INFN,"['рас', 'под', 'на', 'у', 'при', 'за', 'от', 'до', 'пере', 'про', 'о']"
цен_ADJF,"['у', 'о', 'не', 'бес', 'рас']"
сосул_NOUN,[]
талк_INFN,"['пере', 'при', 'от', 'в', 'вы', 'за', 'на', 'под', 'про', 'рас', 'с']"
усь_INFN,['на']
тамариск_NOUN,[]
контракт_ADJF,[]
прозект_NOUN,[]
костр_NOUN,[]
ревизи_ADJF,[]
точн_INFN,['у']
эвдемон_NOUN,[]
год_INFN,"['с', 'при', 'по']"
кат_INFN,"['под', 'на', 'от', 'при', 'у', 'о', 'об', 'по', 'в', 'с', 'пере', 'про', 'вы', 'до', 'рас', 'за']"
дресв_ADJF,[]
консульт_INFN,['про']
пистик_NOUN,[]
сказ_NOUN,"['под', 'пере', 'рас', 'пред', 'при', 'не', 'вы']"
бригад_NOUN,['интер']
дерг_PRTF,"['про', 'о', 'по', 'на', 'вы', 'об', 'из', 'раз', 'за', 'пере']"
вулкан_ADJF,['пост']
проверж_ADJF,['нис']
жж_PRTF,"['изо', 'обо', 'вы', 'про', 'пере', 'подо', 'при', 'за', 'до', 'воз', 'на', 'со', 'разо', 'по', 'ото', 'о']"
регредиент_NOUN,[]
понтон_NOUN,['у']
плев_NOUN,[]
бородавоч_NOUN,[]
вер_INFN,"['при', 'под', 'у', 'с', 'от', 'раз', 'по', 'об', 'из', 'в', 'пере', 'над', 'вы', 'до', 'за', 'на', 'про']"
полномоч_NOUN,['у']
помин_NOUN,"['вос', 'вс', 'за', 'на', 'при', 'у']"
брык_INFN,"['от', 'вз', 'за']"
эмир_NOUN,[]
пол_INFN,"['экстра', 'на', 'от', 'интер', 'по', 'вы', 'за', 'пере', 'до', 'про', 'с']"
скок_NOUN,"['со', 'про', 'по', 'за', 'на', 'при', 'под', 'от']"
лет_ADVB,['в']
пуск_ADJF,"['ис', 'вы', 'бес', 'от', 'пред', 'про', 'пере', 'о', 'с', 'в', 'под', 'на']"
кач_NOUN,"['от', 'вы', 'по', 'пере', 'на', 'рас', 'под', 'в', 'у', 'за', 'про']"
нотари_ADJF,[]
диапазон_ADJF,[]
простын_NOUN,[]
вспыш_NOUN,[]
стат_ADJF,"['анти', 'а', 'о', 'по']"
салоп_NOUN,[]
антрепренер_ADJF,[]
гнес_INFN,"['с', 'у', 'на', 'при']"
ли_NOUN,"['раз', 'по', 'воз', 'от', 'при', 'в', 'об', 'пере', 'из', 'с', 'вы', 'за', 'до', 'под', 'не', 'про', 'роз']"
симил_ADJF,['дис']
куш_INFN,"['пере', 'под', 'на', 'по', 'до', 'с', 'в', 'вы', 'от']"
секуляр_INFN,[]
сме_INFN,"['рас', 'про', 'по', 'о', 'об', 'вы', 'до', 'на', 'за', 'пере', 'у', 'над', 'под']"
снащ_INFN,"['о', 'пере', 'рас', 'у']"
лич_ADJF,"['над', 'не', 'без', 'раз', 'меж', 'за', 'с', 'об', 'от']"
гарпун_NOUN,[]
куб_ADJF,[]
час_NOUN,"['рас', 'по', 'под', 'у']"
стл_INFN,"['подо', 'разо', 'по', 'за', 'у', 'вы', 'изо', 'на', 'пере', 'до', 'про']"
кант_NOUN,"['о', 'пере']"
артос_NOUN,[]
щуп_INFN,"['о', 'про', 'на', 'пере', 'у', 'по', 'вы']"
ион_PRTF,[]
стек_NOUN,[]
пах_PRTF,"['про', 'на', 'под', 'с', 'пере', 'рас', 'за', 'до', 'вы', 'ис', 'от', 'о', 'при', 'вс']"
став_INFN,"['над', 'об', 'от', 'в', 'за', 'рас', 'пере', 'вос', 'вы', 'до', 'на', 'о', 'по', 'пред', 'пре', 'при', 'про', 'противо', 'со', 'у']"
негр_ADJF,[]
консерв_INFN,"['за', 'рас']"
яспис_NOUN,[]
сороч_NOUN,[]
отшель_NOUN,[]
перч_PRTF,"['про', 'при', 'по', 'пере', 'на']"
лоретк_NOUN,[]
текст_ADJF,['в']
чет_NOUN,"['с', 'на', 'рас', 'не', 'за', 'пере', 'про', 'у', 'по', 'до', 'вы', 'без', 'от', 'под', 'со']"
якш_INFN,['съ']
езд_ADJF,"['после', 'съ', 'подъ', 'про', 'вы', 'разъ', 'въ', 'без', 'пере', 'пред', 'отъ', 'объ', 'на', 'за', 'по', 'у']"
клей_NOUN,"['при', 'о', 'от', 'рас', 'под', 'за', 'про', 'в', 'над', 'об', 'у', 'пере', 'на', 'с']"
франт_INFN,"['при', 'рас', 'за', 'по']"
памп_NOUN,[]
перс_NOUN,[]
клад_NOUN,"['у', 'рас', 'об', 'с', 'за', 'про', 'на', 'вы', 'в', 'при', 'под', 'пере', 'от', 'до', 'о']"
стл_PRTF,"['подо', 'у', 'на', 'до', 'по', 'разо', 'за', 'про', 'вы', 'пере']"
зем_ADJF,"['на', 'под', 'при', 'около', 'вне', 'по', 'не', 'над']"
чирик_INFN,"['от', 'по', 'рас', 'за']"
цефал_NOUN,"['микро', 'макро']"
эстет_INFN,[]
ман_NOUN,"['вы', 'при', 'за', 'де', 'об', 'пере']"
клюв_NOUN,[]
спичеч_ADJF,[]
точ_INFN,"['ис', 'пере', 'о', 'бес', 'вы', 'до', 'у', 'при', 'с', 'от', 'об', 'за', 'под', 'по', 'про', 'рас']"
ум_NOUN,"['раз', 'не', 'до', 'без', 'у', 'в', 'за', 'из']"
груз_INFN,"['по', 'про', 'на', 'о', 'под', 'от', 'за', 'вы', 'до', 'не', 'пере', 'раз', 'с']"
влек_PRTF,"['со', 'от', 'раз', 'за', 'при', 'у', 'на', 'по', 'во', 'из']"
фактур_NOUN,['с']
назнач_PRTF,"['пере', 'пред']"
губ_ADJF,['па']
ряд_NOUN,"['на', 'раз', 'за', 'под', 'пере', 'не', 'по', 'об', 'рас', 'с', 'у']"
орган_NOUN,"['дез', 'пере', 'микро', 'ре']"
лам_INFN,"['над', 'раз', 'об', 'из', 'с', 'на', 'в', 'от', 'вз', 'вы', 'до', 'за', 'не', 'пере', 'под', 'по', 'про', 'у']"
пял_PRTF,"['от', 'вы', 'рас', 'в', 'на']"
ферт_NOUN,[]
кум_NOUN,[]
сред_ADJF,"['воз', 'по', 'у']"
мес_VERB,"['по', 'у', 'вы', 'в', 'пере', 'раз', 'за', 'с']"
поль_ADJF,"['вс', 'за', 'ис', 'у', 'с', 'под', 'на']"
мысл_NOUN,"['пере', 'о', 'с', 'бес', 'у', 'не', 'до', 'вы', 'за', 'при', 'про']"
синопсис_NOUN,[]
мир_INFN,"['при', 'у', 'за', 'об', 'по', 'пере', 'вы', 'от', 'с']"
амфиби_NOUN,[]
трен_ADJF,['пере']
валент_ADJF,[]
бог_NOUN,"['у', 'о']"
др_INFN,"['изо', 'при', 'на', 'со', 'пере', 'разо', 'про', 'взо', 'по', 'ото', 'вы', 'обо', 'за', 'у']"
шиб_INFN,"['вы', 'за', 'про', 'от', 'о', 'с', 'при', 'у', 'пере', 'под', 'об', 'рас']"
лаж_NOUN,"['с', 'при', 'у', 'на', 'под', 'раз']"
угод_ADJF,[]
клад_INFN,"['от', 'про', 'рас', 'за', 'при', 'с', 'под', 'пере', 'вы', 'об', 'в', 'до', 'на', 'у']"
обрек_INFN,[]
индиг_ADJF,[]
сад_ADJF,"['пере', 'по', 'бес', 'под', 'при', 'рас', 'об', 'на', 'о', 'у', 'вз', 'от', 'без', 'до']"
шат_INFN,"['по', 'на', 'за', 'рас', 'от']"
каучук_NOUN,[]
вид_ADVB,['не']
комнат_NOUN,[]
хо_NOUN,[]
пад_NOUN,"['с', 'вы', 'рас', 'у', 'пере', 'от', 'в', 'за', 'о', 'на', 'при']"
кле_INFN,"['вы', 'на', 'об', 'над', 'о', 'по', 'до', 'под', 'за', 'в', 'рас', 'от', 'пере', 'при', 'про', 'с']"
шагрен_INFN,[]
пред_NOUN,"['на', 'пост']"
слуш_NOUN,"['про', 'о', 'по', 'вы', 'не', 'под']"
подверг_PRTF,[]
фабрик_INFN,"['на', 'с']"
пункт_NOUN,"['под', 'прод', 'за']"
травл_NOUN,"['вы', 'про', 'о', 'на', 'рас', 'в', 'за', 'с']"
синдикал_ADJF,[]
колоч_PRTF,"['об', 'при', 'от', 'рас', 'вы', 'по', 'в', 'под', 'ис', 'с', 'пере', 'про', 'до', 'на', 'за', 'у']"
председатель_NOUN,['экс']
астен_NOUN,[]
жег_PRTF,"['на', 'за', 'раз', 'про', 'об', 'при', 'пере', 'вы', 'из', 'с', 'от', 'до', 'по', 'под', 'воз', 'о']"
паслен_ADJF,[]
спирт_ADJF,[]
интендант_NOUN,[]
цед_INFN,"['под', 'на', 'про', 'вы', 'с', 'от', 'пере', 'о', 'по']"
галантере_NOUN,[]
чит_ADJF,"['на', 'не', 'пере']"
калибр_NOUN,[]
лиз_INFN,"['об', 'из', 'вы', 'от', 'по', 'под', 'до', 'при', 'пере', 'на', 'за', 'с', 'у']"
прянич_NOUN,[]
г_ADJF,"['во', 'по', 'вы', 'со', 'изо', 'о', 'за', 'у']"
плав_NOUN,"['вы', 'по', 'про', 'пере', 'с', 'рас', 'на']"
шеврон_NOUN,[]
мол_NOUN,"['по', 'со', 'об', 'раз', 'не', 'до', 'пере', 'на']"
дел_ADJS,"['не', 'от']"
мусл_INFN,"['из', 'об', 'за', 'по', 'на', 'пере']"
ворс_PRTF,['на']
лепл_INFN,"['в', 'у', 'от', 'вы', 'под', 'при', 'на', 'пере', 'раз', 'за', 'об', 'с']"
кропл_PRTF,"['о', 'по']"
монт_INFN,"['в', 'пере', 'де', 'с', 'раз']"
приверед_NOUN,[]
театр_NOUN,[]
каприз_NOUN,[]
цист_NOUN,[]
лепест_ADJF,"['без', 'раз', 'с', 'под', 'у']"
инженер_NOUN,"['контр', 'под']"
амунич_ADJF,[]
бич_INFN,[]
рад_ADJS,[]
штраф_PRTF,['о']
подня_INFN,['при']
трембит_NOUN,[]
поко_INFN,"['по', 'у', 'с', 'о', 'бес', 'за']"
автоном_ADJF,[]
пыт_INFN,"['по', 'вы', 'до', 'рас', 'ис']"
превент_ADJF,[]
кип_INFN,"['от', 'при', 'про', 'на', 'по', 'вс', 'до', 'вы', 'пере', 'рас', 'под', 'у', 'с', 'за']"
добр_INFN,"['по', 'раз', 'за', 'о', 'с', 'у']"
епанч_NOUN,[]
польз_ADJF,"['не', 'ис']"
смол_INFN,"['до', 'про', 'пере', 'вы', 'при', 'под', 'о', 'за', 'на']"
мащ_INFN,"['до', 'за', 'пере', 'у', 'вз', 'под', 'при', 'вы']"
соловь_ADVB,['по']
клева_PRTF,"['за', 'о', 'ис', 'с', 'про', 'на', 'до', 'пере', 'об', 'рас', 'от', 'по', 'вы', 'под']"
альтерн_NOUN,[]
чу_ADJF,"['сверх', 'не', 'у', 'бес', 'про']"
кур_INFN,"['пере', 'рас', 'вос', 'за', 'ис', 'под', 'про', 'об', 'в', 'до', 'о', 'при', 'вы', 'на', 'не', 'по']"
колд_PRTF,"['при', 'о', 'рас', 'на']"
мног_ADVB,"['на', 'по', 'не', 'пре']"
рость_NOUN,['про']
стег_INFN,"['за', 'до', 'при', 'от', 'про', 'на', 'со', 'ис', 'рас', 'по', 'пере']"
уголь_NOUN,['на']
тен_NOUN,"['о', 'за', 'от']"
множ_PRTF,"['у', 'по', 'при', 'раз', 'пере']"
нюанс_INFN,[]
премьер_NOUN,['экс']
зубр_INFN,"['по', 'под', 'от', 'из', 'про']"
завод_NOUN,[]
крут_NOUN,"['рас', 'пре', 'вы', 'за', 'у', 'на', 'с']"
пер_PRTF,"['вы', 'о', 'рас', 'от', 'про', 'до', 'под', 'на', 'за', 'пере', 'при', 'по', 'с', 'у']"
дон_NOUN,"['под', 'по']"
вед_ADJF,"['в', 'за', 'при', 'раз', 'на', 'рас', 'о', 'по', 'не', 'с', 'из', 'вне', 'внутри', 'меж', 'под']"
готов_NOUN,"['на', 'из', 'за', 'под', 'при', 'пере', 'контр']"
курьер_NOUN,[]
акцепт_INFN,[]
равн_PRTF,"['при', 'с', 'у']"
пи_VERB,"['о', 'вы']"
груб_INFN,"['с', 'за', 'по', 'о', 'на']"
горь_NOUN,"['вз', 'на', 'между', 'у', 'меж', 'под']"
клон_PRTF,"['от', 'у', 'пре', 'на', 'при', 'с']"
щип_INFN,"['ис', 'у', 'при', 'за', 'о', 'рас', 'вы', 'под', 'пере', 'до', 'об', 'от', 'по', 'со', 'на']"
пропа_PRTF,['за']
билет_NOUN,['без']
ес_INFN,"['до', 'про', 'за', 'при', 'вы', 'взъ', 'отъ', 'изъ', 'не', 'въ', 'на', 'объ', 'пере', 'подъ', 'по', 'разъ', 'съ', 'у']"
рост_NOUN,"['пере', 'вы', 'не', 'до', 'с', 'при', 'про', 'под', 'на', 'от']"
гальван_ADJF,[]
ерош_INFN,['взъ']
клирик_NOUN,[]
груз_ADJF,"['вы', 'на', 'по', 'раз', 'за', 'пере', 'от']"
плет_PRTF,"['про', 'пере', 'за', 'рас', 'при', 'о', 'на', 'от', 'в', 'под', 'у', 'вы', 'до', 'с', 'по']"
вяз_ADJF,"['не', 'от', 'с', 'при', 'под', 'на', 'пере', 'раз', 'бес', 'до', 'без', 'об']"
ведр_INFN,"['вы', 'раз']"
спотык_INFN,[]
мен_NOUN,"['за', 'под', 'раз', 'с', 'пере', 'не', 'вы', 'из', 'от', 'на', 'супер', 'об']"
ворож_NOUN,['об']
импотент_ADJF,[]
калин_NOUN,[]
руш_NOUN,"['на', 'раз', 'у', 'об']"
фехт_NOUN,[]
куп_PRTF,"['на', 'ис', 'до', 'под', 'вы', 'пере', 'за', 'по', 'с']"
обожа_INFN,[]
осведом_INFN,[]
сайгач_ADJF,[]
вод_ADJF,"['пере', 'с', 'от', 'вы', 'про', 'раз', 'в', 'у', 'под', 'на', 'за', 'пре', 'об', 'не', 'над', 'по', 'сверх', 'па', 'при', 'вз', 'до', 'без', 'из', 'со']"
смугл_NOUN,[]
рыг_INFN,"['из', 'от', 'с']"
лиз_NOUN,"['за', 'вы', 'под']"
